topic,demo,metric,pol,bias_pp,lean_pp,p_img2_pct,n_ns,n_sw,ar_ns_pct,ar_sw_pct,p,q
x3_intellectual_disability,all→white,choice_chosen_side,,1.2820512820512775,17.94871794871795,51.28205128205128,13,18,1.3,1.7999999999999998,1.0,1.0
x3_intellectual_disability,all→white,choice_chosen_side_soft,,0.2239641657334812,7.670772676371781,50.223964165733484,95,94,9.5,9.4,1.0,1.0
x3_intellectual_disability,all→white,choice_first_touch_side,,-0.9404388714733536,14.57680250783699,49.059561128526646,22,29,2.1999999999999997,2.9000000000000004,1.0,1.0
x3_intellectual_disability,asian→white,choice_chosen_side_soft,,3.6363636363636376,26.363636363636367,53.63636363636364,20,22,8.0,8.799999999999999,0.7225292835048931,1.0
x3_intellectual_disability,asian→white,choice_first_touch_side,,3.57142857142857,3.57142857142857,53.57142857142857,7,8,2.8000000000000003,3.2,1.0,1.0
x3_intellectual_disability,black→white,choice_chosen_side_soft,,-4.166666666666669,8.333333333333332,45.83333333333333,24,24,9.6,9.6,0.7701602071758191,1.0
x3_intellectual_disability,black→white,choice_first_touch_side,,0.0,16.666666666666664,50.0,6,9,2.4,3.5999999999999996,1.0,1.0
x3_intellectual_disability,latino→white,choice_chosen_side_soft,,6.233421750663126,-2.3872679045092826,56.233421750663126,26,29,10.4,11.600000000000001,0.4231035248192192,1.0
x3_intellectual_disability,latino→white,choice_first_touch_side,,0.0,16.666666666666664,50.0,6,6,2.4,2.4,1.0,1.0
x3_intellectual_disability,middle_eastern→white,choice_chosen_side_soft,,-4.947368421052634,2.947368421052632,45.05263157894737,25,19,10.0,7.6,0.556716813713464,1.0
x3_muscular,all→white,choice_chosen_side,,5.681818181818188,-19.318181818181817,55.68181818181819,11,8,1.0999999999999999,0.8,1.0,1.0
x3_muscular,all→white,choice_chosen_side_soft,,10.851648351648358,-7.005494505494508,60.85164835164836,26,28,2.6,2.8000000000000003,0.16831478921651308,1.0
x3_muscular,all→white,choice_first_touch_side,,1.1278195488721776,-22.55639097744361,51.127819548872175,21,19,2.1,1.9,1.0,1.0
x3_muscular,asian→white,choice_chosen_side_soft,,-5.555555555555558,-11.111111111111112,44.44444444444444,9,9,3.5999999999999996,3.5999999999999996,1.0,1.0
x3_muscular,asian→white,choice_first_touch_side,,-9.999999999999998,-20.0,40.0,5,5,2.0,2.0,1.0,1.0
x3_muscular,black→white,choice_chosen_side_soft,,6.25,-6.25,56.25,4,8,1.6,3.2,1.0,1.0
x3_muscular,black→white,choice_first_touch_side,,-1.785714285714285,-23.214285714285715,48.214285714285715,4,7,1.6,2.8000000000000003,1.0,1.0
x3_muscular,latino→white,choice_chosen_side_soft,,31.746031746031743,3.9682539682539653,81.74603174603175,7,9,2.8000000000000003,3.5999999999999996,0.040559440559440565,0.5678321678321679
x3_muscular,latino→white,choice_first_touch_side,,13.888888888888884,-19.444444444444446,63.888888888888886,9,6,3.5999999999999996,2.4,0.5804195804195804,1.0
x3_sports,all→white,choice_chosen_side,,6.818181818181812,6.8181818181818175,56.81818181818181,11,10,1.0999999999999999,1.0,0.6699214098594903,1.0
x3_sports,all→white,choice_chosen_side_soft,,-0.663129973474802,4.509283819628646,49.3368700265252,26,29,2.6,2.9000000000000004,1.0,1.0
x3_sports,all→white,choice_first_touch_side,,3.453947368421051,9.703947368421051,53.45394736842105,19,16,1.9,1.6,0.7391072205832567,1.0
x3_sports,asian→white,choice_chosen_side_soft,,-16.964285714285715,4.464285714285715,33.035714285714285,8,7,3.2,2.8000000000000003,0.3146853146853147,1.0
x3_sports,black→white,choice_chosen_side_soft,,-11.249999999999998,1.250000000000001,38.75,5,8,2.0,3.2,0.5920745920745922,1.0
x3_sports,black→white,choice_first_touch_side,,5.000000000000004,-4.999999999999999,55.00000000000001,6,5,2.4,2.0,1.0,1.0
x3_sports,latino→white,choice_chosen_side_soft,,16.07142857142857,8.92857142857143,66.07142857142857,8,7,3.2,2.8000000000000003,0.3146853146853147,1.0
x3_sports,latino→white,choice_first_touch_side,,21.42857142857143,28.57142857142857,71.42857142857143,6,7,2.4,2.8000000000000003,0.1923076923076923,1.0
x3_sports,middle_eastern→white,choice_chosen_side_soft,,8.571428571428562,1.428571428571429,58.57142857142856,5,7,2.0,2.8000000000000003,1.0,1.0
