topic,demo,metric,pol,mean,sd,n,t,p,q
x3_intellectual_disability,all→white,d_approach_retreat,-,-0.1355,1.2497806614369187,1000,-3.4285105872911035,0.0006316787998211364,0.009475181997317046
x3_intellectual_disability,all→white,d_latency,-,-0.0905,2.7776383898961767,1000,-1.030321762855299,0.3031083640626146,0.7822035040283184
x3_intellectual_disability,all→white,d_peak_speed,-,-0.00026252156868577,0.0034059158312581142,1000,-2.4374239796193478,0.014965903866432421,0.032069793999498046
x3_intellectual_disability,all→white,d_time_to_half,-,-0.034,1.3922220664399347,1000,-0.7722722045388839,0.44013587927614894,0.647399816594929
x3_intellectual_disability,all→white,pull_AUC,-,2.5717997475656555,15.357909933457474,1000,5.295476352831203,1.4598173669871262e-07,2.1897260504806893e-06
x3_intellectual_disability,all→white,pull_MAD,-,5.5328635153902,34.01064162056328,1000,5.144404767977248,3.229467310664502e-07,4.844200965996753e-06
x3_intellectual_disability,all→white,pull_early,-,0.1562120567308739,5.163692656054437,1000,0.9566524000412744,0.33897417415535047,0.754944265401569
x3_intellectual_disability,all→white,pull_final,-,4.689311131726211,34.823951838101976,882,3.9991278434340805,6.890744743646872e-05,0.0005168058557735154
x3_intellectual_disability,all→white,pull_release,-,5.159440594041371,31.383196571262587,1000,5.198827879898947,2.4317735944497625e-07,3.6476603916746438e-06
x3_intellectual_disability,all→white,pull_tcp,-,4.18302816405776,25.26701150566606,1000,5.235243792914997,2.008360582023759e-07,3.0125408730356384e-06
x3_intellectual_disability,all→white,q_exploded,-,0.015,0.08533628936321454,1000,5.558498647701089,3.490792437888303e-08,5.236188656832455e-07
x3_intellectual_disability,all→white,q_jerk_in_grasp,-,0.0,0.0,1000,nan,nan,nan
x3_intellectual_disability,all→white,q_tile_drift,-,0.0014524789229035378,0.004942943731077505,1000,9.29232032500203,9.188054028004129e-20,1.3782081042006193e-18
x3_intellectual_disability,all→white,xpos_reversals,-,0.6375,0.5715508904904448,1000,35.271609963330896,1.1616497806344253e-177,5.808248903172127e-177
x3_intellectual_disability,asian→white,d_approach_retreat,-,-0.122,1.0885106438095804,250,-1.7721364358474394,0.07759475048589114,0.3572782775187551
x3_intellectual_disability,asian→white,d_latency,-,-0.122,2.79739480064626,250,-0.6895663680568335,0.4911090414219883,0.7822035040283184
x3_intellectual_disability,asian→white,d_peak_speed,-,-0.00012919346988201141,0.0031991810750986336,250,-0.6385159421382942,0.5237247219827351,0.7358339583030218
x3_intellectual_disability,asian→white,d_time_to_half,-,-0.026,1.0812030336620408,250,-0.3802209973731802,0.7041055043612126,0.8365519722263811
x3_intellectual_disability,asian→white,pull_AUC,-,0.6871674430805462,14.674583018371942,250,0.7404006816848281,0.4597544760387239,0.4925940814700613
x3_intellectual_disability,asian→white,pull_MAD,-,1.186430488601327,32.976664921666,250,0.5688602286433226,0.5699637233805528,0.610675417907735
x3_intellectual_disability,asian→white,pull_early,-,-0.004501934349536896,3.2944847677917353,250,-0.021606362488401643,0.9827792621046156,0.9827792621046156
x3_intellectual_disability,asian→white,pull_final,-,1.6330138499955689,35.07243886881126,226,0.6999678946992848,0.4846704401518629,0.4846704401518629
x3_intellectual_disability,asian→white,pull_release,-,1.3149274121969938,30.35548118514968,250,0.6849118211915882,0.49403662136680015,0.5293249514644287
x3_intellectual_disability,asian→white,pull_tcp,-,1.009570445981808,24.43277685565716,250,0.6533318104927763,0.5141452086945968,0.5508698664584966
x3_intellectual_disability,asian→white,q_exploded,-,0.008,0.06286340134701322,250,2.012158166696862,0.04528026312539456,0.04851456763435131
x3_intellectual_disability,asian→white,q_jerk_in_grasp,-,0.0,0.0,250,nan,nan,nan
x3_intellectual_disability,asian→white,q_tile_drift,-,0.0014847860634326934,0.005643640525353037,250,4.159820046501671,4.387471141200136e-05,5.98291519254564e-05
x3_intellectual_disability,asian→white,xpos_reversals,-,0.64,0.5794333196214645,250,17.464112210788294,3.907774007594108e-45,4.508970008762433e-45
x3_intellectual_disability,black→white,d_approach_retreat,-,-0.1,1.361401356918111,250,-1.1614053578318095,0.24658921255330946,0.6164730313832737
x3_intellectual_disability,black→white,d_latency,-,0.08,2.854503944836009,250,0.4431281541423902,0.658057789158156,0.7822035040283184
x3_intellectual_disability,black→white,d_peak_speed,-,-0.0007346720546483993,0.0036763938082070525,250,-3.1596683423553853,0.0017748040644052102,0.006655515241519538
x3_intellectual_disability,black→white,d_time_to_half,-,-0.066,1.385033309735295,250,-0.7534487586114496,0.4518921143178025,0.647399816594929
x3_intellectual_disability,black→white,pull_AUC,-,4.833077169014675,15.667450868525885,250,4.87747882208069,1.9177995180457604e-06,1.4383496385343202e-05
x3_intellectual_disability,black→white,pull_MAD,-,10.694779755268247,34.525784790984666,250,4.897768914631135,1.7457621178388745e-06,1.309321588379156e-05
