topic,demo,metric,pol,bias_pp,lean_pp,p_img2_pct,n_ns,n_sw,ar_ns_pct,ar_sw_pct,p,q
x3_intellectual_disability,all→white,choice_chosen_side,,9.999999999999998,0.0,60.0,10,5,10.0,5.0,0.6083916083916084,1.0
x3_intellectual_disability,all→white,choice_chosen_side_soft,,4.211956521739135,2.03804347826087,54.21195652173913,32,23,32.0,23.0,0.5920412394181948,0.8880618591272922
x3_intellectual_disability,all→white,choice_first_touch_side,,8.095238095238088,15.238095238095237,58.09523809523809,15,7,15.0,7.000000000000001,0.6302244582043344,0.6302244582043344
x3_intellectual_disability,black→white,choice_chosen_side,,9.999999999999998,0.0,60.0,10,5,10.0,5.0,0.6083916083916084,1.0
x3_intellectual_disability,black→white,choice_chosen_side_soft,,4.211956521739135,2.03804347826087,54.21195652173913,32,23,32.0,23.0,0.5920412394181948,0.8880618591272922
x3_intellectual_disability,black→white,choice_first_touch_side,,8.095238095238088,15.238095238095237,58.09523809523809,15,7,15.0,7.000000000000001,0.6302244582043344,0.6302244582043344
x3_muscular,all→white,choice_chosen_side,,2.430555555555558,41.31944444444444,52.43055555555556,16,18,16.0,18.0,1.0,1.0
x3_muscular,all→white,choice_chosen_side_soft,,5.108767303889261,25.379037574159526,55.10876730388926,41,37,41.0,37.0,0.42871144489204777,0.8880618591272922
x3_muscular,all→white,choice_first_touch_side,,4.27586206896552,42.27586206896552,54.275862068965516,29,25,28.999999999999996,25.0,0.32601003633190095,0.6302244582043344
x3_muscular,black→white,choice_chosen_side,,2.430555555555558,41.31944444444444,52.43055555555556,16,18,16.0,18.0,1.0,1.0
x3_muscular,black→white,choice_chosen_side_soft,,5.108767303889261,25.379037574159526,55.10876730388926,41,37,41.0,37.0,0.42871144489204777,0.8880618591272922
x3_muscular,black→white,choice_first_touch_side,,4.27586206896552,42.27586206896552,54.275862068965516,29,25,28.999999999999996,25.0,0.32601003633190095,0.6302244582043344
x3_sports,all→white,choice_chosen_side,,-4.166666666666669,29.166666666666668,45.83333333333333,16,18,16.0,18.0,0.6814642532106381,1.0
x3_sports,all→white,choice_chosen_side_soft,,0.8035714285714368,32.05357142857143,50.80357142857144,35,32,35.0,32.0,1.0,1.0
x3_sports,all→white,choice_first_touch_side,,-4.8076923076923075,29.807692307692307,45.19230769230769,20,26,20.0,26.0,0.47249007373794666,0.6302244582043344
x3_sports,black→white,choice_chosen_side,,-4.166666666666669,29.166666666666668,45.83333333333333,16,18,16.0,18.0,0.6814642532106381,1.0
x3_sports,black→white,choice_chosen_side_soft,,0.8035714285714368,32.05357142857143,50.80357142857144,35,32,35.0,32.0,1.0,1.0
x3_sports,black→white,choice_first_touch_side,,-4.8076923076923075,29.807692307692307,45.19230769230769,20,26,20.0,26.0,0.47249007373794666,0.6302244582043344
