topic,demo,metric,pol,bias_pp,lean_pp,p_img2_pct,n_ns,n_sw,ar_ns_pct,ar_sw_pct,p,q
criminal,asian→black,choice_chosen_side,pos,-15.555555555555555,-12.222222222222223,34.44444444444444,9,15,3.5999999999999996,6.0,0.20992058150491316,0.6491533180778032
criminal,asian→black,choice_chosen_side,neg,2.499999999999991,-1.0714285714285732,52.49999999999999,35,56,14.000000000000002,22.400000000000002,0.6716990127452114,0.970617681192626
criminal,asian→black,choice_chosen_side_soft,pos,-21.068124474348192,2.102607232968881,28.931875525651808,29,41,11.600000000000001,16.400000000000002,0.0006369191379927395,0.01176022707728903
criminal,asian→black,choice_chosen_side_soft,neg,1.2981298129812968,-0.18701870187018965,51.298129812981294,90,101,36.0,40.400000000000006,0.7726224398757443,0.8916424502281727
criminal,asian→black,choice_first_touch_side,pos,-20.27972027972028,-6.643356643356643,29.72027972027972,13,22,5.2,8.799999999999999,0.03541501138831505,0.13280629270618144
criminal,asian→black,choice_first_touch_side,neg,1.21293800539084,-5.929919137466305,51.21293800539084,53,70,21.2,28.000000000000004,0.8552065866824017,0.9264477815992233
criminal,asian→latino,choice_chosen_side,pos,-15.277777777777779,-9.722222222222221,34.72222222222222,8,18,3.2,7.199999999999999,0.21638443935926774,0.6491533180778032
criminal,asian→latino,choice_chosen_side,neg,0.8580705009276435,5.960111317254177,50.858070500927646,44,49,17.599999999999998,19.6,1.0,1.0
criminal,asian→latino,choice_chosen_side_soft,pos,-12.20159151193634,-7.029177718832891,37.798408488063664,26,29,10.4,11.600000000000001,0.10266156697381708,0.3422052232460569
criminal,asian→latino,choice_chosen_side_soft,neg,-0.8675893410452384,2.3239000206568883,49.13241065895476,103,94,41.199999999999996,37.6,0.8866043285686406,0.9332677142827795
criminal,asian→latino,choice_first_touch_side,pos,-10.833333333333334,-5.833333333333335,39.166666666666664,12,20,4.8,8.0,0.2906595089551997,0.7544463236295427
criminal,asian→latino,choice_first_touch_side,neg,0.78125,0.78125,50.78125,64,64,25.6,25.6,1.0,1.0
criminal,asian→middle_eastern,choice_chosen_side,pos,-19.523809523809522,-16.19047619047619,30.476190476190478,14,15,5.6000000000000005,6.0,0.05017491254372812,0.23157651943259133
criminal,asian→middle_eastern,choice_chosen_side,neg,0.0,-2.3809523809523836,50.0,42,42,16.8,16.8,1.0,1.0
criminal,asian→middle_eastern,choice_chosen_side_soft,pos,-2.0376175548589393,-6.583072100313478,47.96238244514106,29,33,11.600000000000001,13.200000000000001,0.8013261585566568,0.8916424502281727
criminal,asian→middle_eastern,choice_chosen_side_soft,neg,0.33542976939202607,-4.109014675052408,50.33542976939203,106,90,42.4,36.0,1.0,1.0
criminal,asian→middle_eastern,choice_first_touch_side,pos,-20.416666666666668,-17.083333333333332,29.583333333333332,16,15,6.4,6.0,0.02333349454305106,0.1166674727152553
criminal,asian→middle_eastern,choice_first_touch_side,neg,4.0080971659919085,-1.3765182186234848,54.008097165991906,57,65,22.8,26.0,0.4679805180177349,0.7544463236295427
criminal,black→latino,choice_chosen_side,pos,15.625,9.375,65.625,8,16,3.2,6.4,0.21079553102705617,0.6491533180778032
criminal,black→latino,choice_chosen_side,neg,0.8891928864569021,2.051983584131328,50.889192886456904,51,43,20.4,17.2,1.0,1.0
criminal,black→latino,choice_chosen_side_soft,pos,18.071519795657732,6.002554278416344,68.07151979565774,27,29,10.8,11.600000000000001,0.008256175891122588,0.04128087945561294
criminal,black→latino,choice_chosen_side_soft,neg,1.1844660194174739,3.1844660194174756,51.18446601941747,103,100,41.199999999999996,40.0,0.7792781019236634,0.8916424502281727
criminal,black→latino,choice_first_touch_side,pos,10.197368421052634,2.3026315789473673,60.19736842105263,16,19,6.4,7.6,0.31452983185826444,0.7544463236295427
criminal,black→latino,choice_first_touch_side,neg,-1.3179742631797442,4.742631797426319,48.68202573682026,73,66,29.2,26.400000000000002,0.8646845961592751,0.9264477815992233
criminal,black→middle_eastern,choice_chosen_side,pos,7.692307692307687,11.538461538461537,57.692307692307686,13,13,5.2,5.2,0.6881679903082514,0.970617681192626
criminal,black→middle_eastern,choice_chosen_side,neg,1.5263644773357954,-8.048103607770582,51.5263644773358,46,47,18.4,18.8,0.8349150191335819,1.0
criminal,black→middle_eastern,choice_chosen_side_soft,pos,16.19047619047619,0.4761904761904745,66.19047619047619,39,35,15.6,14.000000000000002,0.00992391426097385,0.0458026812044947
criminal,black→middle_eastern,choice_chosen_side_soft,neg,1.1750360270480043,-5.814211284779961,51.175036027048,97,93,38.800000000000004,37.2,0.7716237952178884,0.8916424502281727
criminal,black→middle_eastern,choice_first_touch_side,pos,6.578947368421051,6.578947368421051,56.57894736842105,19,18,7.6,7.199999999999999,0.5148132995402908,0.7544463236295427
criminal,black→middle_eastern,choice_first_touch_side,neg,4.761904761904756,-5.555555555555555,54.76190476190476,63,63,25.2,25.2,0.37011251908408316,0.7544463236295427
criminal,latino→middle_eastern,choice_chosen_side,pos,-9.027777777777779,3.472222222222221,40.97222222222222,9,8,3.5999999999999996,3.2,0.6371863430686959,0.970617681192626
criminal,latino→middle_eastern,choice_chosen_side,neg,1.3377926421404673,5.1839464882943105,51.33779264214047,46,39,18.4,15.6,0.8298957383479486,1.0
criminal,latino→middle_eastern,choice_chosen_side_soft,pos,2.332657200811361,0.6085192697768749,52.33265720081136,34,29,13.600000000000001,11.600000000000001,0.8024782052053554,0.8916424502281727
criminal,latino→middle_eastern,choice_chosen_side_soft,neg,1.6651248843663202,4.856614246068452,51.66512488436632,92,94,36.8,37.6,0.6614020848147905,0.8916424502281727
