topic,demo,metric,d,dz,n_pos,n_neg,t,p,q
criminal,all→white,d_approach_retreat,-0.165,-0.04745148409223557,1000,1000,-1.0610474406348862,0.2888001040275423,0.9025003250860697
criminal,all→white,d_latency,-0.2225,-0.08492465315595392,1000,1000,-1.8989729742230497,0.057720781961760066,0.4570120126612835
criminal,all→white,d_peak_speed,0.00011696730833500624,0.03752206796651868,1000,1000,0.8390189462950306,0.4015623747868766,0.772235336128609
criminal,all→white,d_time_to_half,0.44499999999999995,0.14399456217403006,1000,1000,3.2198162941145116,0.0013036041379734886,0.032590103449337215
criminal,all→white,pull_AUC,1.484576415240678,0.08845339843836558,1000,1000,1.977878117490592,0.04808238296221332,0.35333265853294393
criminal,all→white,pull_MAD,3.822608304032765,0.10602149801626572,1000,1000,2.370712766407293,0.017848723459950814,0.22310904324938519
criminal,all→white,pull_early,0.2934974652278471,0.04823544734958018,1000,1000,1.0785773919877335,0.28091515529038447,0.8689200633990827
criminal,all→white,pull_release,3.236661309922056,0.0969735958863404,1000,1000,2.1683955242445108,0.030247042649799268,0.37808803312249084
criminal,all→white,pull_tcp,5.3722381588304415,0.08337672870010102,1000,1000,1.8643603311498358,0.062420247216182355,0.4322712527103297
criminal,all→white,q_exploded,0.013999999999999999,0.07509130511365283,1000,1000,1.679092627533053,0.09329130635418753,0.198918097834189
criminal,all→white,q_jerk_in_grasp,0.0010000000000000009,0.011168119215960188,1000,1000,0.24972673747708635,0.8028243732218151,0.8726351882845816
criminal,all→white,q_tile_drift,0.039668001879006626,0.10575320255761897,1000,1000,2.364713497571406,0.018140040707737164,0.11554537081384986
criminal,all→white,xpos_reversals,0.123,0.15570424423163584,1000,1000,3.4816527448716723,0.000509051570043751,0.0031815723127734436
criminal,asian→white,d_approach_retreat,0.098,0.029018887782992536,250,250,0.3244410285710474,0.7457474858739579,0.9792132171314587
criminal,asian→white,d_latency,-0.098,-0.03719811184471289,250,250,-0.4158875335970906,0.677677690779872,0.7700882849771274
criminal,asian→white,d_peak_speed,0.00021712710708379746,0.07640599925935278,250,250,0.8542450411635569,0.3933916930772806,0.772235336128609
criminal,asian→white,d_time_to_half,0.516,0.16304294875752057,250,250,1.8228755833691541,0.06893159924876785,0.31820666013657534
criminal,asian→white,pull_AUC,-0.8014269950242162,-0.05064319002374719,250,250,-0.5662080774526894,0.5715080611827705,0.8907767630303672
criminal,asian→white,pull_MAD,-3.250840015984141,-0.0948070974520593,250,250,-1.0599755732612584,0.28967015912842037,0.6157476182601166
criminal,asian→white,pull_early,1.0606945261359217,0.18581049727811097,250,250,2.077424514234479,0.0382807182746952,0.3787709457114214
criminal,asian→white,pull_release,-2.756849685916677,-0.08607707771488429,250,250,-0.9623709853750676,0.33633103986427026,0.6451104874055823
criminal,asian→white,pull_tcp,4.780258616898209,0.07382855474585573,250,250,0.8254283354614905,0.40952368926681104,0.7312923022621626
criminal,asian→white,q_exploded,0.03,0.15557887000602932,250,250,1.7394246459804235,0.08260086299701261,0.198918097834189
criminal,asian→white,q_jerk_in_grasp,0.011999999999999999,0.12833694741444585,250,250,1.434850692217584,0.15207730867315244,0.2376207948018007
criminal,asian→white,q_tile_drift,0.06728726342320443,0.21045552077207666,250,250,2.352964253432412,0.019060833571553394,0.11554537081384986
criminal,asian→white,xpos_reversals,0.21799999999999997,0.27293837909912494,250,250,3.051543846671256,0.0024013425891961085,0.010005594121650451
criminal,black→white,d_approach_retreat,-0.16999999999999998,-0.04784766583010241,250,250,-0.5349531668040145,0.5929221301813046,0.9792132171314587
criminal,black→white,d_latency,-0.194,-0.07542443895047864,250,250,-0.8432708632902656,0.39951132136562295,0.5548768352300318
criminal,black→white,d_peak_speed,-0.0005369335524737836,-0.1593517739146381,250,250,-1.7816069940415422,0.0755475139578589,0.540688437814557
criminal,black→white,d_time_to_half,0.224,0.06728885157129061,250,250,0.7523122312064967,0.4522642592284192,0.7511286902587516
criminal,black→white,pull_AUC,4.58345958396864,0.2693239732230127,250,250,3.0111335604849474,0.002738981403054128,0.0684745350763532
criminal,black→white,pull_MAD,12.128683139691129,0.3293966469833927,250,250,3.6827664710768357,0.0002565115310475041,0.006412788276187602
criminal,black→white,pull_early,0.07586380927823477,0.01257430876029513,250,250,0.14058504579045508,0.8882619018002149,0.8882619018002148
criminal,black→white,pull_release,10.663296148064546,0.316515144274585,250,250,3.538746892530627,0.00044053838609698146,0.011013459652424536
criminal,black→white,pull_tcp,7.799215977545828,0.11733517710686982,250,250,1.31184716081469,0.19019935119254505,0.4322712527103297
criminal,black→white,q_exploded,0.008000000000000007,0.04254994258725385,250,250,0.4757228203190645,0.6344804945131983,0.6896527114273895
criminal,black→white,q_jerk_in_grasp,0.011999999999999999,0.15698184280059957,250,250,1.755110358676633,0.08000337294173594,0.1428631659673856
criminal,black→white,q_tile_drift,0.016724079445004467,0.03810406184773028,250,250,0.42601636255190584,0.6703119480220646,0.8819894052921903
criminal,black→white,xpos_reversals,0.05999999999999994,0.0763265018088118,250,250,0.8533562326463191,0.39387225611402843,0.46889554299289093
criminal,latino→white,d_approach_retreat,-0.6,-0.17945309066999102,250,250,-2.0063465475526656,0.04537955307459111,0.2836222067161944
criminal,latino→white,d_latency,-0.5800000000000001,-0.2180651895853267,250,250,-2.4380429371958483,0.015136722248182199,0.2834288219830931
criminal,latino→white,d_peak_speed,0.0004139805808663368,0.14625864878608458,250,250,1.6352214049147609,0.10264570635953495,0.540688437814557
criminal,latino→white,d_time_to_half,0.6240000000000001,0.2162491684884821,250,250,2.4177392040902568,0.01601698102358247,0.20021226279478085
criminal,latino→white,pull_AUC,1.235400040355227,0.0759639009389419,250,250,0.8493022316776709,0.3961261378579446,0.8907767630303672
criminal,latino→white,pull_MAD,3.360747492776718,0.09701744874163389,250,250,1.0846880519494742,0.2785847443706414,0.6157476182601166
criminal,latino→white,pull_early,-0.10441743573173895,-0.016440532390491668,250,250,-0.1838107400571324,0.854247327193377,0.8882619018002148
criminal,latino→white,pull_release,2.608652763068676,0.08173314563680367,250,250,0.9138043482939168,0.3612618729471261,0.6451104874055823
criminal,latino→white,pull_tcp,8.432916321791708,0.13542114394293275,250,250,1.5140544172359076,0.13069101899010996,0.4322712527103297
criminal,latino→white,q_exploded,-0.007999999999999993,-0.044382871783914445,250,250,-0.4962155917274502,0.6199625080105584,0.6896527114273895
criminal,latino→white,q_jerk_in_grasp,-0.009999999999999998,-0.1041277414752764,250,250,-1.1641835414112114,0.2449802677486303,0.3029376976575225
criminal,latino→white,q_tile_drift,0.05896056593954563,0.13221708562980872,250,250,1.4782319562758142,0.14007642068041812,0.3183555015464048
criminal,latino→white,xpos_reversals,0.10599999999999998,0.12753238611922144,250,250,1.425855423476649,0.15453728378813056,0.28599165922323255
criminal,middle_eastern→white,d_approach_retreat,0.012,0.003304595912364311,250,250,0.03694650549107268,0.970542980934652,1.0
criminal,middle_eastern→white,d_latency,-0.017999999999999988,-0.006884326574856445,250,250,-0.07696911100343652,0.9386815598463503,0.9386815598463503
criminal,middle_eastern→white,d_peak_speed,0.00037369509786367415,0.1110337371711183,250,250,1.2413949205523285,0.2150463257224839,0.5973509047846775
criminal,middle_eastern→white,d_time_to_half,0.416,0.14030866994740485,250,250,1.5686986191748955,0.11736157911887513,0.3667549347464848
criminal,middle_eastern→white,pull_AUC,0.9208730316630609,0.05148481578822918,250,250,0.5756177395576744,0.5651463631945113,0.8907767630303672
criminal,middle_eastern→white,pull_MAD,3.0518425996473533,0.08035022144967117,250,250,0.8983427858431321,0.36944857095607,0.6157476182601166
criminal,middle_eastern→white,pull_early,0.14184896122897062,0.022741257344720118,250,250,0.25425498658305273,0.7994064583271561,0.8689200633990827
criminal,middle_eastern→white,pull_release,2.431546014471678,0.0684985560930676,250,250,0.7658371389234078,0.4441498552654115,0.7056701907563013
criminal,middle_eastern→white,pull_tcp,0.4765617190860212,0.007509206484474685,250,250,0.08395548078183808,0.9331257914317319,0.9720060327413874
criminal,middle_eastern→white,q_exploded,0.025999999999999995,0.14071836669730534,250,250,1.5732791680895863,0.11630648956216641,0.20769015993244003
criminal,middle_eastern→white,q_jerk_in_grasp,-0.009999999999999998,-0.11030464444382351,250,250,-1.2332434160516692,0.21811385233851568,0.28699191097173116
criminal,middle_eastern→white,q_tile_drift,0.015700098708271992,0.05970249123800612,250,250,0.6674941441713361,0.5047942724023746,0.7011031561144092
criminal,middle_eastern→white,xpos_reversals,0.10799999999999998,0.1457016626197822,250,250,1.6289941102628656,0.10394664045744102,0.21655550095300213
education,all→white,d_approach_retreat,0.06799999999999999,0.01871167521516548,1000,1000,0.4184057775400801,0.6756954970941182,0.9792132171314587
education,all→white,d_latency,-0.187,-0.06129812651668485,1000,1000,-1.370667777846897,0.17063260027713245,0.4570120126612835
education,all→white,d_peak_speed,-5.13132568448782e-05,-0.012488091695267085,1000,1000,-0.27924221939867794,0.7800878463880054,0.9702393829326793
education,all→white,d_time_to_half,-0.055999999999999994,-0.014700844394170715,1000,1000,-0.3287208739201243,0.7424021305185529,0.7733355526234926
education,all→white,pull_AUC,0.2726776930807442,0.014059165221385306,1000,1000,0.3143724914191842,0.7532722469258134,0.8967526749116826
education,all→white,pull_MAD,0.9435762921937201,0.02445507915143556,1000,1000,0.5468321937774778,0.5845572706866857,0.8118850981759524
education,all→white,pull_early,-0.15411592966192977,-0.018336975521605684,1000,1000,-0.41002723768059973,0.6818301329841885,0.8689200633990827
education,all→white,pull_release,0.8476913592458004,0.023652653308353165,1000,1000,0.5288894064571297,0.596942601029207,0.8292961923173457
education,all→white,pull_tcp,3.7870014679792803,0.052737114217809855,1000,1000,1.1792377232819349,0.23844542875823357,0.4967613099129866
education,all→white,q_exploded,-0.027000000000000003,-0.153826032312615,1000,1000,-3.439654649600863,0.0005947983308729754,0.014869958271824385
education,all→white,q_jerk_in_grasp,-0.0165,-0.1373388700905332,1000,1000,-3.0709904947544495,0.0021647035352874424,0.013529397095546515
education,all→white,q_tile_drift,-0.03952535600215197,-0.08710078938771967,1000,1000,-1.9476328596483348,0.051631548424981646,0.18367586764324628
education,all→white,xpos_reversals,-0.011500000000000066,-0.015981208132854884,1000,1000,-0.35735067747636,0.7208671581091609,0.7509032896970426
education,asian→white,d_approach_retreat,0.244,0.0637304949949404,250,250,0.7125285952419842,0.47647428843717277,0.9792132171314587
education,asian→white,d_latency,-0.396,-0.1312620631745773,250,250,-1.4675544806261336,0.14285657235952492,0.4570120126612835
education,asian→white,d_peak_speed,-0.0004209009110927582,-0.11576029574134797,250,250,-1.2942394518656672,0.19623244791478758,0.5973509047846775
education,asian→white,d_time_to_half,-0.41400000000000003,-0.11225301801977622,250,250,-1.2550268948586423,0.21005935696044686,0.5251483924011172
education,asian→white,pull_AUC,-0.1128832411364038,-0.005911806513356626,250,250,-0.06609600616845718,0.9473283768431149,0.9473283768431149
education,asian→white,pull_MAD,-0.5659447198164704,-0.01503821951599629,250,250,-0.16813240549165842,0.866549944410211,0.9244279429049995
education,asian→white,pull_early,-0.3141351390397176,-0.03858593473159233,250,250,-0.4314038651760528,0.6663690162546354,0.8689200633990827
education,asian→white,pull_release,-0.40058226080145687,-0.011334673300627904,250,250,-0.1267255000147795,0.8992105464094103,0.9366776525098025
education,asian→white,pull_tcp,-0.027027390780858696,-0.0003600083564361884,250,250,-0.004025015787296455,0.9967901277349499,0.9967901277349499
education,asian→white,q_exploded,-0.04599999999999999,-0.2576576224128647,250,250,-2.8806997931806944,0.004157978038192819,0.03992490895355388
education,asian→white,q_jerk_in_grasp,-0.032,-0.2674360103563909,250,250,-2.9900254939411393,0.0030159666528117293,0.015079833264058646
education,asian→white,q_tile_drift,-0.06015357242524624,-0.12384502967815181,250,250,-1.3846295251791316,0.16689342893620562,0.34769464361709507
education,asian→white,xpos_reversals,0.07000000000000006,0.09800475078720369,250,250,1.0957264243905673,0.2737281271222399,0.40254136341505864
education,black→white,d_approach_retreat,-0.13199999999999998,-0.03692009330204802,250,250,-0.4127791917950702,0.6799473764018049,0.9792132171314587
education,black→white,d_latency,-0.254,-0.08302355698889502,250,250,-0.9282315858049852,0.3537375995517509,0.5548768352300318
education,black→white,d_peak_speed,-0.00012348831444978714,-0.03231749848932731,250,250,-0.36132061742441307,0.7180227917043542,0.9702393829326793
education,black→white,d_time_to_half,-0.21400000000000002,-0.04693184551074543,250,250,-0.5247139843577255,0.6000274576441295,0.7698784847609469
education,black→white,pull_AUC,-0.2040066577893409,-0.010263817769099544,250,250,-0.11475297120188409,0.9086887786467037,0.9473283768431149
education,black→white,pull_MAD,0.4446174048999092,0.01122017763717856,250,250,0.12544539958177114,0.9002228785513631,0.9244279429049995
education,black→white,pull_early,-0.2330925211776047,-0.027667881963917125,250,250,-0.3093363243237954,0.7571952102555961,0.8689200633990827
education,black→white,pull_release,0.7327911756001413,0.01999891033190674,250,250,0.22359461489033172,0.8231662922768119,0.9354162412236499
education,black→white,pull_tcp,-9.673911622609012,-0.13688647562187808,250,250,-1.5304373234544362,0.12654591815520885,0.4322712527103297
education,black→white,q_exploded,-0.041999999999999996,-0.24375486780082545,250,250,-2.7252622712456014,0.006670879065232202,0.04169299415770126
education,black→white,q_jerk_in_grasp,0.0020000000000000018,0.01589438828478054,250,250,0.17770466332772789,0.8590306295600385,0.8948235724583734
education,black→white,q_tile_drift,-0.004218415975570683,-0.014806123989511756,250,250,-0.16553749861919334,0.8685891184330584,0.9067359379629022
education,black→white,xpos_reversals,-0.05600000000000005,-0.07889426673128178,250,250,-0.8820647172307308,0.3781678027842924,0.46889554299289093
education,latino→white,d_approach_retreat,0.0,0.0,250,250,0.0,1.0,1.0
education,latino→white,d_latency,-0.34199999999999997,-0.11274268045956146,250,250,-1.260501487365583,0.20807891939827727,0.4729066349960847
education,latino→white,d_peak_speed,0.00011330325156450277,0.029614687485131085,250,250,0.33110227174582696,0.7407194310637253,0.9702393829326793
education,latino→white,d_time_to_half,0.176,0.054742242072038254,250,250,0.6120368725691323,0.5408126569863012,0.7511286902587516
education,latino→white,pull_AUC,-1.1434657347713917,-0.06456424651829756,250,250,-0.7218502206548373,0.4707477043335364,0.8907767630303672
education,latino→white,pull_MAD,-0.30791563836857705,-0.00848889381107391,250,250,-0.0949087180766926,0.9244279429049994,0.9244279429049995
education,latino→white,pull_early,-0.45897418514359745,-0.059500743801824886,250,250,-0.6652385392633986,0.5062506959485881,0.8689200633990827
education,latino→white,pull_release,-0.40798774582799524,-0.012075370275977737,250,250,-0.13500674395283307,0.892663205460815,0.9366776525098025
education,latino→white,pull_tcp,14.542839792440645,0.21973463611910724,250,250,2.4567079168675217,0.014383750333595338,0.35959375833988344
education,latino→white,q_exploded,0.001999999999999988,0.010912133648774814,250,250,0.12200136309111649,0.9029472338893578,0.9405700353014144
education,latino→white,q_jerk_in_grasp,-0.03,-0.2409970219684085,250,250,-2.6944286174818575,0.007364271702960535,0.016776594535208657
education,latino→white,q_tile_drift,-0.006245637595653525,-0.017238274902224113,250,250,-0.19272977248100825,0.8472495992599407,0.9067359379629022
education,latino→white,xpos_reversals,0.05400000000000005,0.07176011186032885,250,250,0.8023024409634208,0.42276109513813986,0.4804103353842498
education,middle_eastern→white,d_approach_retreat,0.16,0.04417322566397366,250,250,0.49387167685041683,0.6216145600187024,0.9792132171314587
education,middle_eastern→white,d_latency,0.244,0.07881450310591274,250,250,0.8811729327884461,0.3786516206093331,0.5548768352300318
education,middle_eastern→white,d_peak_speed,0.0002258329465985298,0.04512715678808973,250,250,0.5045369510472986,0.6141152913502143,0.9702393829326793
education,middle_eastern→white,d_time_to_half,0.22799999999999998,0.06233428700920164,250,250,0.6969185154077847,0.4861847255533799,0.7511286902587516
education,middle_eastern→white,pull_AUC,2.551066406020112,0.122972375573632,250,250,1.3748729556863792,0.1698201192847533,0.6065004260169761
education,middle_eastern→white,pull_MAD,4.2035481220600195,0.1032707575854711,250,250,1.1546021702450773,0.24882208175893897,0.6157476182601166
education,middle_eastern→white,pull_early,0.38973812671320085,0.04213823346172745,250,250,0.4711197723608943,0.6377660946520973,0.8689200633990827
education,middle_eastern→white,pull_release,3.4665442680125125,0.09225249195378736,250,250,1.0314142155121047,0.30286023422264435,0.6451104874055823
education,middle_eastern→white,pull_tcp,10.306105092866346,0.13812955206919536,250,250,1.5443353406415878,0.12316300715675087,0.4322712527103297
education,middle_eastern→white,q_exploded,-0.022000000000000006,-0.13145158137137605,250,250,-1.4696733584812092,0.14229600987989746,0.23503677622013897
education,middle_eastern→white,q_jerk_in_grasp,-0.005999999999999998,-0.05474935669196715,250,250,-0.6121164164381078,0.540740359796541,0.6144776815869784
education,middle_eastern→white,q_tile_drift,-0.0874837980121374,-0.1429428683161125,250,250,-1.5981498522681419,0.11099506278962196,0.27748765697405486
education,middle_eastern→white,xpos_reversals,-0.11399999999999999,-0.1630440001898924,250,250,-1.82288733874044,0.06893499919702087,0.15667045272050198
janitor,all→white,d_approach_retreat,0.09,0.024011193197651808,1000,1000,0.5369066021082999,0.5913941693600768,0.9792132171314587
janitor,all→white,d_latency,0.136,0.038498506504513544,1000,1000,0.8608527757631008,0.3894294068007246,0.5548768352300318
janitor,all→white,d_peak_speed,-0.00019193198531866076,-0.03849617535809046,1000,1000,-0.8608006497444258,0.389457912683182,0.772235336128609
janitor,all→white,d_time_to_half,0.35200000000000004,0.0391167268182631,1000,1000,0.8746766022292534,0.38185564453456367,0.7273664621310811
janitor,all→white,pull_AUC,1.5647183581758406,0.06527954926223553,1000,1000,1.459695096909049,0.1445475827177759,0.6065004260169761
janitor,all→white,pull_MAD,2.4118098533259036,0.0447260590486721,1000,1000,1.0001050839850039,0.3173972658943873,0.6157476182601166
janitor,all→white,pull_early,0.1461868240905461,0.018599177815941354,1000,1000,0.41589025922050943,0.6775355270962924,0.8689200633990827
janitor,all→white,pull_release,2.5537617208756274,0.050570917455335,1000,1000,1.1308000911465974,0.2582907987327883,0.6451104874055823
janitor,all→white,pull_tcp,1.836484568018932,0.029831828423291264,1000,1000,0.6670599624758963,0.5048136667061598,0.7887713542283746
janitor,all→white,q_exploded,-0.014000000000000002,-0.12629903415510843,1000,1000,-2.8241322586339015,0.004790989074426465,0.03992490895355388
janitor,all→white,q_jerk_in_grasp,-0.019,-0.2348491423684382,1000,1000,-5.251386467933538,1.8055855111722476e-07,3.356348598246312e-06
janitor,all→white,q_tile_drift,-0.03404305217787624,-0.1016732228537876,1000,1000,-2.2734823779255424,0.02310907416276997,0.11554537081384986
janitor,all→white,xpos_reversals,-0.04799999999999993,-0.05903652388820897,1000,1000,-1.3200968056932543,0.18695392956807882,0.29211551495012317
janitor,asian→white,d_approach_retreat,0.194,0.053363546838304236,250,250,0.5966225912547112,0.5510305489767431,0.9792132171314587
janitor,asian→white,d_latency,-0.102,-0.0293201917015966,250,250,-0.32780970879047605,0.7432090174458428,0.7850806437362053
janitor,asian→white,d_peak_speed,4.390764236450196e-05,0.009340023807962684,250,250,0.10442464073035501,0.9168791251535009,0.9702393829326793
janitor,asian→white,d_time_to_half,0.376,0.040813023877238966,250,250,0.45630347878414185,0.6483746365156224,0.771874567280503
janitor,asian→white,pull_AUC,1.0424666122555495,0.04605594980084954,250,250,0.5149211726150874,0.6068747251728028,0.8907767630303672
janitor,asian→white,pull_MAD,2.083547469580081,0.03960443236477747,250,250,0.44279101488967576,0.658145638996775,0.8226820487459688
janitor,asian→white,pull_early,0.4763925159117209,0.06252341917244095,250,250,0.6990330772764579,0.4848675172407475,0.8689200633990827
janitor,asian→white,pull_release,2.122663403279148,0.04293341490626061,250,250,0.48001017118300743,0.6314668365020271,0.8292961923173457
