topic,demo,metric,pol,mean,sd,n,t,p,q
criminal,all→white,d_approach_retreat,neg,-0.14,4.0345604069932675,1000,-1.097316256948813,0.2727675878039976,0.8857583469866016
criminal,all→white,d_approach_retreat,pos,-0.15,4.045165430901852,1000,-1.1726137215592303,0.24123028057466428,0.8857583469866016
criminal,all→white,d_latency,neg,0.0485,3.185599754488281,1000,0.4814492665064983,0.6303026685152806,0.8822683070808812
criminal,all→white,d_latency,pos,0.243,3.0970215599092206,1000,2.4812015562572975,0.013257653530221668,0.6310860564213661
criminal,all→white,d_peak_speed,neg,3.5883715376257894e-05,0.003727464630199214,1000,0.3044274936342355,0.7608656268758205,0.9494381913834228
criminal,all→white,d_peak_speed,pos,2.2102811373770237e-05,0.004424023493361946,1000,0.1579901796160529,0.874496465404289,0.9494381913834228
criminal,all→white,d_time_to_half,neg,0.5945,8.307848102251876,1000,2.262889313612422,0.023856506606911566,0.5964126651727891
criminal,all→white,d_time_to_half,pos,0.4105,8.671010677895408,1000,1.4970745945548676,0.13468971593857132,0.8563307387140653
criminal,all→white,pull_AUC,neg,-0.6700783396140396,18.607839818298093,1000,-1.1387532269277687,0.25507909116489413,0.7971221598902942
criminal,all→white,pull_AUC,pos,-0.2722336808814654,18.529880705125173,1000,-0.4645893306581059,0.6423268082764741,0.8909005593244156
criminal,all→white,pull_MAD,neg,-0.4413829662261561,38.62123256339677,1000,-0.36140107423673273,0.71787606294346,0.9516856762387936
criminal,all→white,pull_MAD,pos,-0.9363932119021776,37.217902973130116,1000,-0.795621219516155,0.4264412295234189,0.9516856762387936
criminal,all→white,pull_early,neg,0.14882325601647622,17.24367498212534,1000,0.27292352604781966,0.7849684075396021,0.9210628330482603
criminal,all→white,pull_early,pos,0.6693494511491734,19.032623659182413,1000,1.112126659003104,0.2663512505548277,0.8417094035092559
criminal,all→white,pull_final,neg,-3.907397656786724,53.924726541744,765,-2.004150714487917,0.045406455154598034,0.47392234682840517
criminal,all→white,pull_final,pos,0.24524215641955985,50.98106024322315,768,0.13331127224107378,0.8939821812407658,0.9312886286450245
criminal,all→white,pull_release,neg,-1.1289948901467142,42.51796392852296,1000,-0.8396910363716077,0.4012825399821641,0.8841723421557907
criminal,all→white,pull_release,pos,-0.6867814392026048,40.98629851109009,1000,-0.5298828343869697,0.5963109096362009,0.8841723421557907
criminal,all→white,pull_tcp,neg,-1.5790088002686389,63.26334377435554,1000,-0.7892823800317147,0.4301342622429327,0.9959362281014471
criminal,all→white,pull_tcp,pos,1.6911897450627293,61.96877679088863,1000,0.8630171236015186,0.3883351860627776,0.9959362281014471
criminal,all→white,q_exploded,neg,0.0145,0.08394520115406714,1000,5.4622569774162635,5.934409938281693e-08,9.890683230469489e-07
criminal,all→white,q_exploded,pos,0.0115,0.07498915503840121,1000,4.849526984710468,1.4345752305153466e-06,7.969862391751926e-06
criminal,all→white,q_jerk_in_grasp,neg,0.0,0.0,1000,nan,nan,nan
criminal,all→white,q_jerk_in_grasp,pos,0.0,0.0,1000,nan,nan,nan
criminal,all→white,q_tile_drift,neg,0.005425800938159227,0.010426181209923065,1000,16.456542189130207,5.0133128224901704e-54,5.013312822490171e-53
criminal,all→white,q_tile_drift,pos,0.006744749244302511,0.022435093122141432,1000,9.50687823873831,1.4113555976218688e-20,4.1510458753584375e-20
criminal,all→white,xpos_reversals,neg,1.2135,1.0223565732966962,1000,37.53508355935104,4.723411914380047e-193,4.723411914380047e-192
criminal,all→white,xpos_reversals,pos,1.1615,1.034039161244383,1000,35.520758206733966,2.3154467263591403e-179,1.4471542039744627e-178
criminal,asian→white,d_approach_retreat,neg,-0.098,4.103749387589912,250,-0.37758544860667526,0.7060602194760541,0.9582017043393344
criminal,asian→white,d_approach_retreat,pos,0.28,3.961866421545365,250,1.1174502754963818,0.26487887375919117,0.8857583469866016
criminal,asian→white,d_latency,neg,-0.29,3.1076566928285256,250,-1.4754855701485807,0.14134541052441713,0.7288955402913616
criminal,asian→white,d_latency,pos,0.396,3.1858724287909146,250,1.9653359973078552,0.050486884513709286,0.6310860564213661
criminal,asian→white,d_peak_speed,neg,0.00013370288163423537,0.003977441334172308,250,0.531504553014437,0.5955430162677717,0.9494381913834228
criminal,asian→white,d_peak_speed,pos,9.642312675714492e-05,0.003944865604551857,250,0.3864728614783092,0.6994765446633389,0.9494381913834228
criminal,asian→white,d_time_to_half,neg,0.22,9.041603973280324,250,0.38472216173865487,0.7007716617107422,0.8865911910537582
criminal,asian→white,d_time_to_half,pos,0.2,9.771690937350629,250,0.3236162175454312,0.7465002442505005,0.8865911910537582
criminal,asian→white,pull_AUC,neg,-0.9594047174458321,17.827753264038062,250,-0.8508935646868828,0.39564598966594666,0.8351074859500015
criminal,asian→white,pull_AUC,pos,-0.700367797822428,18.161277361516287,250,-0.6097471551335522,0.5425853237885843,0.8751376190138456
criminal,asian→white,pull_MAD,neg,-0.9323325327551001,37.72626789462063,250,-0.3907482113543563,0.6963174654882521,0.9516856762387936
criminal,asian→white,pull_MAD,pos,-1.1225642284110644,36.31686950953177,250,-0.48873427549651033,0.6254600043233304,0.9516856762387936
criminal,asian→white,pull_early,neg,-0.21415909791830956,16.79139135043298,250,-0.20166004023586165,0.840347151819536,0.9210628330482603
criminal,asian→white,pull_early,pos,-0.3768822609621565,20.019525452334797,250,-0.2976609903146783,0.7662101173359392,0.9210628330482603
criminal,asian→white,pull_final,neg,-1.833087008885576,51.34351048647921,193,-0.4959937167801794,0.6204661349358804,0.9312886286450245
criminal,asian→white,pull_final,pos,-0.5377981085232727,48.683161615740346,191,-0.15267122115051987,0.8788195648770418,0.9312886286450245
criminal,asian→white,pull_release,neg,-2.9565003140596673,41.34698549048881,250,-1.1305872465094617,0.2593166686206346,0.8515851384471165
criminal,asian→white,pull_release,pos,-1.298783973325044,42.8619399857498,250,-0.47910985195677014,0.6322809654455783,0.8841723421557907
criminal,asian→white,pull_tcp,neg,-1.6710214912891388,62.76691440090896,250,-0.420941030955663,0.6741612365891546,0.9959362281014471
criminal,asian→white,pull_tcp,pos,0.3202313585206866,69.41827429802531,250,0.07293904100725714,0.9419131822388802,0.9959362281014471
criminal,asian→white,q_exploded,neg,0.012,0.0766780155734951,250,2.4744597025759245,0.014010888417100414,0.02122861881378854
