topic,demo,metric,pol,mean,sd,n,t,p,q
x3_intellectual_disability,gender,d_approach_retreat,-,0.085,3.796632612186645,100,0.22388260514636632,0.8233100172910621,0.8233100172910621
x3_intellectual_disability,gender,d_latency,-,0.22,2.6008157228535866,100,0.8458884574821718,0.399654882373641,0.399654882373641
x3_intellectual_disability,gender,d_peak_speed,-,0.00015890873968601226,0.004363847726435047,100,0.36414822342077774,0.7165239149848919,0.7165239149848919
x3_intellectual_disability,gender,d_time_to_half,-,-0.28,4.688972664290617,100,-0.5971457290258282,0.5517733811641838,0.8276600717462758
x3_intellectual_disability,gender,pull_AUC,-,-0.9321803433987451,15.297242677509297,100,-0.609378018673443,0.543669888135036,0.8109262212321712
x3_intellectual_disability,gender,pull_MAD,-,-0.6019989056978374,31.293681263211816,100,-0.19237075390217337,0.8478458568689424,0.9318280593936744
x3_intellectual_disability,gender,pull_early,-,0.30001573683694027,8.33675388928671,100,0.35987116906795186,0.7197100344096943,0.7197100344096943
x3_intellectual_disability,gender,pull_final,-,0.26369116676505655,38.05636054593247,60,0.053671527322768225,0.95737819123536,0.9573781912353599
x3_intellectual_disability,gender,pull_release,-,-1.6418777909711935,29.576922705301108,100,-0.5551212366920504,0.5800638882072142,0.5982295490965523
x3_intellectual_disability,gender,pull_tcp,-,1.3520598132163286,48.41245386837832,100,0.27927933933947036,0.7806130675956386,0.7943431927528358
x3_intellectual_disability,gender,q_exploded,-,0.065,0.16899883449481554,100,3.8461803712613194,0.00021237521597824915,0.00021237521597824915
x3_intellectual_disability,gender,q_jerk_in_grasp,-,0.02,0.0984731927834662,100,2.0310096011589898,0.04493472521263044,0.04493472521263044
x3_intellectual_disability,gender,q_tile_drift,-,0.04994931638240814,0.20966968270916955,100,2.382286067160805,0.019115638514108937,0.019115638514108937
x3_intellectual_disability,gender,xpos_reversals,-,0.975,0.8020648856595586,100,12.15612374300905,2.381747175207662e-21,2.381747175207662e-21
x3_muscular,gender,d_approach_retreat,-,-0.095,3.853828609252746,100,-0.24650810825347114,0.8057993395095281,0.8233100172910621
x3_muscular,gender,d_latency,-,-0.295,2.746986411221276,100,-1.0739041110467185,0.2854762149803536,0.399654882373641
x3_muscular,gender,d_peak_speed,-,-0.000868699848651886,0.0050537209923180205,100,-1.7189311597778456,0.08875237106566249,0.22673940490382838
x3_muscular,gender,d_time_to_half,-,-0.045,3.790002132138736,100,-0.11873344243900479,0.9057271296046203,0.9057271296046204
x3_muscular,gender,pull_AUC,-,4.434998159939169,13.34031117882858,100,3.3245087768099633,0.0012428819239529837,0.003728645771858951
x3_muscular,gender,pull_MAD,-,7.94262111755088,28.426986517755445,100,2.7940425949088668,0.006250800747197534,0.0187524022415926
x3_muscular,gender,pull_early,-,1.0508917924016714,6.292772709094316,100,1.6699980135670915,0.09807874219325088,0.2942362265797527
x3_muscular,gender,pull_final,-,4.817191461500313,58.70701246932216,56,0.6140418071808966,0.5417193572470567,0.812579035870585
x3_muscular,gender,pull_release,-,7.257887951564044,25.298174091693728,100,2.868937467683512,0.005034676284428429,0.015104028853285286
x3_muscular,gender,pull_tcp,-,6.024631116306409,63.77756017769336,100,0.944631795183279,0.34714663812883717,0.7943431927528358
x3_muscular,gender,q_exploded,-,0.07,0.1743675440098885,100,4.014508571390456,0.00011596495199142779,0.0001739474279871417
x3_muscular,gender,q_jerk_in_grasp,-,0.03,0.11934162828797101,100,2.5137917447891764,0.013556758919315062,0.020335138378972592
x3_muscular,gender,q_tile_drift,-,0.08953851290047168,0.2814613741386497,100,3.1812007304549157,0.001959177762545641,0.005877533287636924
x3_muscular,gender,xpos_reversals,-,1.055,0.806836320752139,100,13.075762367967284,2.7111081126629567e-23,4.066662168994435e-23
x3_sports,gender,d_approach_retreat,-,-0.19,4.1027091320519204,100,-0.46310862867573993,0.644302940630442,0.8233100172910621
x3_sports,gender,d_latency,-,0.45,2.940057719491132,100,1.530582195773648,0.1290618960348554,0.3871856881045662
x3_sports,gender,d_peak_speed,-,0.0007267121970653534,0.005023486139206348,100,1.4466292469559106,0.15115960326921893,0.22673940490382838
x3_sports,gender,d_time_to_half,-,0.505,2.528119635003235,100,1.9975320511260293,0.048511411522629694,0.14553423456788908
x3_sports,gender,pull_AUC,-,-0.3703265666526867,15.438571806549831,100,-0.23987100056468644,0.8109262212321712,0.8109262212321712
x3_sports,gender,pull_MAD,-,-0.24909856284666582,29.045004566019262,100,-0.08576296219216116,0.9318280593936744,0.9318280593936744
x3_sports,gender,pull_early,-,0.7608271732460704,10.526769500587154,100,0.7227546620106325,0.4715346211613567,0.707301931742035
x3_sports,gender,pull_final,-,-4.903021855016221,54.14491456214201,53,-0.659240820356186,0.5126501407364938,0.812579035870585
x3_sports,gender,pull_release,-,-1.4603552810149267,27.624092580234826,100,-0.5286527609090834,0.5982295490965523,0.5982295490965523
x3_sports,gender,pull_tcp,-,-2.683159439911833,102.65395162114689,100,-0.26137906992750365,0.7943431927528358,0.7943431927528358
x3_sports,gender,q_exploded,-,0.09,0.20572610996962032,100,4.374748543745388,3.0121520499537468e-05,9.036456149861241e-05
x3_sports,gender,q_jerk_in_grasp,-,0.1,0.25623537159526916,100,3.9026618135279447,0.00017366961568738304,0.0005210088470621492
x3_sports,gender,q_tile_drift,-,0.1800653987377882,0.6282666491216714,100,2.8660664860934926,0.005076974721906448,0.007615462082859672
x3_sports,gender,xpos_reversals,-,0.85,0.5707517636920413,100,14.892639043313263,5.0960144437957145e-27,1.5288043331387143e-26
