topic,demo,metric,d,dz,n_pos,n_neg,t,p,q
criminal,all→white,d_approach_retreat,-0.009999999999999995,-0.009457004484887522,100,100,-0.06687112000975559,0.9467519812861853,0.9467519812861853
criminal,all→white,d_latency,-0.35,-0.12446276055178321,100,100,-0.8800846199136343,0.37989507921865173,0.8487489850730232
criminal,all→white,d_peak_speed,-0.00032246645539999006,-0.08944207857261824,100,100,-0.6324510028211836,0.5278514695446264,0.7015918471928242
criminal,all→white,d_time_to_half,-0.39,-0.19529736442259593,100,100,-1.3809609073107798,0.16938336119319772,0.4234584029829943
criminal,all→white,pull_AUC,1.1725016413973939,0.12661713060124752,100,100,0.8953183166252483,0.37178565051304446,0.619642750855074
criminal,all→white,pull_MAD,1.8784447436395568,0.09052599356128913,100,100,0.6401154392083728,0.5229595098707356,0.7371569723790161
criminal,all→white,pull_early,-0.2335126162506641,-0.05247237986401454,100,100,-0.37103575626841123,0.7111490399899745,0.9463055824757138
criminal,all→white,pull_final,-3.6169365505352706,-0.14478895453887247,92,90,-0.975032957461904,0.3309805423743166,0.5516342372905277
criminal,all→white,pull_release,0.5762732941366266,0.027921350382041125,100,100,0.19743376195026877,0.8437184007411594,0.8762565114368522
criminal,all→white,pull_tcp,-3.2296815665904433,-0.18414136028740827,100,100,-1.3020760455614162,0.19451119051732202,0.32418531752887003
criminal,all→white,q_exploded,0.0,0.0,100,100,0.0,1.0,1.0
criminal,all→white,q_jerk_in_grasp,0.0,nan,100,100,nan,nan,nan
criminal,all→white,q_tile_drift,-0.0004948279261589051,-0.3287926572738879,100,100,-2.3249151756271056,0.021319164058951373,0.05329791014737843
criminal,all→white,xpos_reversals,0.019999999999999907,0.03870235574775155,100,100,0.27366698197129274,0.7846424717970901,0.7846424717970901
criminal,black→white,d_approach_retreat,-0.009999999999999995,-0.009457004484887522,100,100,-0.06687112000975559,0.9467519812861853,0.9467519812861853
criminal,black→white,d_latency,-0.35,-0.12446276055178321,100,100,-0.8800846199136343,0.37989507921865173,0.8487489850730232
criminal,black→white,d_peak_speed,-0.00032246645539999006,-0.08944207857261824,100,100,-0.6324510028211836,0.5278514695446264,0.7015918471928242
criminal,black→white,d_time_to_half,-0.39,-0.19529736442259593,100,100,-1.3809609073107798,0.16938336119319772,0.4234584029829943
criminal,black→white,pull_AUC,1.1725016413973939,0.12661713060124752,100,100,0.8953183166252483,0.37178565051304446,0.619642750855074
criminal,black→white,pull_MAD,1.8784447436395568,0.09052599356128913,100,100,0.6401154392083728,0.5229595098707356,0.7371569723790161
criminal,black→white,pull_early,-0.2335126162506641,-0.05247237986401454,100,100,-0.37103575626841123,0.7111490399899745,0.9463055824757138
criminal,black→white,pull_final,-3.6169365505352706,-0.14478895453887247,92,90,-0.975032957461904,0.3309805423743166,0.5516342372905277
criminal,black→white,pull_release,0.5762732941366266,0.027921350382041125,100,100,0.19743376195026877,0.8437184007411594,0.8762565114368522
criminal,black→white,pull_tcp,-3.2296815665904433,-0.18414136028740827,100,100,-1.3020760455614162,0.19451119051732202,0.32418531752887003
criminal,black→white,q_exploded,0.0,0.0,100,100,0.0,1.0,1.0
