topic,demo,metric,pol,mean,sd,n,t,p,q
veri_dangerous_situation,pairs,d_approach_retreat,-,-0.13,3.352686243969908,100,-0.3877487797547894,0.6990343894322169,0.9814345266184897
veri_dangerous_situation,pairs,d_latency,-,0.0,0.0,100,nan,nan,nan
veri_dangerous_situation,pairs,d_peak_speed,-,-6.620384752750396e-05,0.0015788162038870381,100,-0.4193258681061824,0.6758864837688457,0.963778631527109
veri_dangerous_situation,pairs,d_time_to_half,-,0.11,0.7091750791795298,100,1.551097933774872,0.12406924474004849,0.5893784166415306
veri_dangerous_situation,pairs,pull_AUC,-,0.3877057849280536,6.684946809709612,100,0.5799683916182052,0.5632535666479251,0.6418415398332891
veri_dangerous_situation,pairs,pull_MAD,-,0.6061701219528917,11.336064185180854,100,0.5347271434342368,0.5940374931652805,0.5940374931652805
veri_dangerous_situation,pairs,pull_early,-,-0.02974209189414996,12.061307574058981,100,-0.02465909414176467,0.9803765194502281,0.9803765194502281
veri_dangerous_situation,pairs,pull_release,-,1.743076927959919,11.069165532123492,100,1.5747139410838042,0.1185128968319354,0.19752149471989233
veri_dangerous_situation,pairs,pull_tcp,-,2.9803393688052893,19.481588168434712,100,1.529823617580738,0.12924949592479756,0.1838449911346453
veri_dangerous_situation,pairs,q_exploded,-,0.01,0.07035264706814484,100,1.4214106244380287,0.15833990565972564,nan
veri_dangerous_situation,pairs,q_jerk_in_grasp,-,0.0,0.0,100,nan,nan,nan
veri_dangerous_situation,pairs,q_tile_drift,-,0.007562305592000484,0.009069089150785477,100,8.338550284672756,4.4935511472595926e-13,2.2467755736297964e-12
veri_dangerous_situation,pairs,xpos_reversals,-,0.39,0.6726248898340311,100,5.7981797268345465,8.019495336416879e-08,8.019495336416879e-08
veri_emergency_assistance,pairs,d_approach_retreat,-,0.005,1.5771329952950972,100,0.03170309678965565,0.9747726528640797,0.9814345266184897
veri_emergency_assistance,pairs,d_latency,-,-0.11,4.027418653443047,100,-0.2731278008705671,0.7853239230465476,nan
veri_emergency_assistance,pairs,d_peak_speed,-,0.00015093855559825898,0.004863299693537884,100,0.31036243931012264,0.7569377914583157,0.963778631527109
veri_emergency_assistance,pairs,d_time_to_half,-,0.0,6.20158011796961,100,0.0,1.0,1.0
