topic,demo,metric,pol,mean,sd,n,t,p,q
veri_dangerous_situation,pairs,d_approach_retreat,-,-0.785,5.965073005386939,100,-1.315993952280353,0.1912151646565259,0.49621593225234284
veri_dangerous_situation,pairs,d_latency,-,-0.54,2.8847211583818915,100,-1.8719313595734113,0.06416800456657493,0.3208400228328746
veri_dangerous_situation,pairs,d_peak_speed,-,-0.00010448120534420013,0.003913761432009211,100,-0.2669585439973088,0.7900563773433479,0.7900563773433479
veri_dangerous_situation,pairs,d_time_to_half,-,0.46,7.002048762232869,100,0.6569505806373613,0.5127370183171003,0.8525039708707046
veri_dangerous_situation,pairs,pull_AUC,-,-0.4020377097983733,9.356609977581023,100,-0.4296830911640849,0.6683599508029235,0.8354499385036545
veri_dangerous_situation,pairs,pull_MAD,-,-1.6151043972466141,18.35099905982966,100,-0.8801179663193802,0.3809268972463635,0.4761586215579544
veri_dangerous_situation,pairs,pull_early,-,0.10763534251600511,5.657330588346494,100,0.1902581806651402,0.849496405859394,nan
veri_dangerous_situation,pairs,pull_final,-,-4.291469065679444,31.472106436550906,90,-1.293604238063421,0.19914942415098266,0.5113387764924691
veri_dangerous_situation,pairs,pull_release,-,-1.5715373872080818,17.628993639359475,100,-0.8914504249972497,0.3748490779375363,0.6247484632292272
veri_dangerous_situation,pairs,pull_tcp,-,-4.093641115468927,21.323146080413583,100,-1.919811035403049,0.05776047122003797,0.28880235610018984
veri_dangerous_situation,pairs,q_exploded,-,0.01,0.07035264706814483,100,1.421410624438029,0.15833990565972564,nan
veri_dangerous_situation,pairs,q_jerk_in_grasp,-,0.0,0.0,100,nan,nan,nan
veri_dangerous_situation,pairs,q_tile_drift,-,4.6890899538993837e-05,0.00017830834723066397,100,2.6297646894979425,0.009908241661762535,0.024770604154406337
veri_dangerous_situation,pairs,xpos_reversals,-,0.685,0.6140402711104986,100,11.155620115292601,3.361113579729577e-19,8.402783949323943e-19
veri_emergency_assistance,pairs,d_approach_retreat,-,0.025,0.9166666666666665,100,0.27272727272727276,0.7856309270176702,0.7856309270176702
veri_emergency_assistance,pairs,d_latency,-,-0.035,1.531248582765784,100,-0.2285716401237872,0.8196733480971597,0.8196733480971596
veri_emergency_assistance,pairs,d_peak_speed,-,-0.0001265987753868103,0.001389837792399683,100,-0.9108888539303989,0.36456650049592465,0.6076108341598744
