topic,demo,metric,pol,bias_pp,lean_pp,p_img2_pct,n_ns,n_sw,ar_ns_pct,ar_sw_pct,p,q
x3_intellectual_disability,all→white,choice_chosen_side,,-4.804865009355785,-2.0916867147821456,45.19513499064421,116,129,11.600000000000001,12.9,0.15909095901305204,0.4518905802797644
x3_intellectual_disability,all→white,choice_chosen_side_soft,,-1.361521620142303,-2.9488232074438985,48.638478379857695,232,252,23.200000000000003,25.2,0.5848178598056527,0.8444546557815014
x3_intellectual_disability,all→white,choice_first_touch_side,,-2.925205815379228,-1.4100543002277117,47.07479418462077,173,165,17.299999999999997,16.5,0.3272447963948465,0.6135839932403372
x3_intellectual_disability,asian→white,choice_chosen_side,,1.2704174228675091,-3.9019963702359357,51.27041742286751,38,29,15.2,11.600000000000001,1.0,1.0
x3_intellectual_disability,asian→white,choice_chosen_side_soft,,2.9453015427770013,-5.119214586255261,52.945301542777,69,62,27.6,24.8,0.59812364816977,0.8444546557815014
x3_intellectual_disability,asian→white,choice_first_touch_side,,3.5931174089068874,-1.67004048582996,53.593117408906885,52,38,20.8,15.2,0.5289146649968846,0.7423072473456886
x3_intellectual_disability,black→white,choice_chosen_side,,-11.677115987460818,-6.5047021943573675,38.322884012539184,22,29,8.799999999999999,11.600000000000001,0.1552272352429904,0.4518905802797644
x3_intellectual_disability,black→white,choice_chosen_side_soft,,-6.035973711518505,-5.188516084399863,43.96402628848149,49,59,19.6,23.599999999999998,0.24663722374512898,0.8444546557815014
x3_intellectual_disability,black→white,choice_first_touch_side,,-12.28070175438597,-4.385964912280701,37.71929824561403,36,38,14.399999999999999,15.2,0.03929115657318223,0.3204302158016833
x3_intellectual_disability,latino→white,choice_chosen_side,,-9.26573426573427,-13.81118881118881,40.734265734265726,26,33,10.4,13.200000000000001,0.18075623211190578,0.4518905802797644
x3_intellectual_disability,latino→white,choice_chosen_side_soft,,-1.388888888888884,-9.722222222222223,48.611111111111114,54,60,21.6,24.0,0.8490269708835945,0.9212248848287578
x3_intellectual_disability,latino→white,choice_first_touch_side,,-3.373819163292846,-9.78407557354926,46.62618083670716,38,39,15.2,15.6,0.6439102103673575,0.8040666826047076
x3_intellectual_disability,middle_eastern→white,choice_chosen_side,,-1.5789473684210575,11.578947368421053,48.421052631578945,30,38,12.0,15.2,0.8069030104384107,0.9314722298043656
x3_intellectual_disability,middle_eastern→white,choice_chosen_side_soft,,-1.3732394366197165,6.373239436619721,48.62676056338028,60,71,24.0,28.4,0.8598098925068406,0.9212248848287578
x3_intellectual_disability,middle_eastern→white,choice_first_touch_side,,-1.3404255319148906,6.659574468085109,48.65957446808511,47,50,18.8,20.0,0.8393265412755626,0.8992784370809599
x3_muscular,all→white,choice_chosen_side,,0.3426966292134903,-1.3426966292134856,50.34269662921349,100,89,10.0,8.9,1.0,1.0
x3_muscular,all→white,choice_chosen_side_soft,,3.4462269756387442,2.1093285799168138,53.446226975638744,207,187,20.7,18.7,0.1896105917312163,0.8444546557815014
x3_muscular,all→white,choice_first_touch_side,,-0.36231884057971175,-0.362318840579709,49.63768115942029,138,122,13.8,12.2,1.0,1.0
x3_muscular,asian→white,choice_chosen_side,,-12.25806451612903,-2.2580645161290325,37.74193548387097,31,20,12.4,8.0,0.14882125244961802,0.4518905802797644
x3_muscular,asian→white,choice_chosen_side_soft,,-3.9393939393939426,0.6060606060606072,46.060606060606055,60,44,24.0,17.599999999999998,0.5518021891717024,0.8444546557815014
x3_muscular,asian→white,choice_first_touch_side,,-11.76207513416816,3.6225402504472286,38.23792486583184,43,26,17.2,10.4,0.08244388678535383,0.41221943392676913
x3_muscular,black→white,choice_chosen_side,,-6.8376068376068355,-12.393162393162394,43.162393162393165,26,27,10.4,10.8,0.3982850935601444,0.5974276403402167
x3_muscular,black→white,choice_chosen_side_soft,,2.893518518518523,-0.810185185185186,52.893518518518526,48,54,19.2,21.6,0.6917397632607112,0.864674704075889
x3_muscular,black→white,choice_first_touch_side,,-5.4738562091503296,-8.415032679738562,44.52614379084967,36,34,14.399999999999999,13.600000000000001,0.46719366113085437,0.7423072473456886
x3_muscular,latino→white,choice_chosen_side,,14.77272727272727,10.22727272727273,64.77272727272727,24,22,9.6,8.799999999999999,0.06889573187741505,0.4518905802797644
x3_muscular,latino→white,choice_chosen_side_soft,,10.943877551020408,8.443877551020407,60.94387755102041,49,40,19.6,16.0,0.05073467012905192,0.7610200519357788
x3_muscular,latino→white,choice_first_touch_side,,9.844271412680762,4.671857619577308,59.84427141268076,31,29,12.4,11.600000000000001,0.19398852231299396,0.5052259719007406
x3_muscular,middle_eastern→white,choice_chosen_side,,9.078947368421053,4.078947368421049,59.078947368421055,19,20,7.6,8.0,0.3406437147598824,0.5974276403402167
x3_muscular,middle_eastern→white,choice_chosen_side_soft,,4.530612244897969,1.4693877551020418,54.530612244897966,50,49,20.0,19.6,0.42378598123851274,0.8444546557815014
x3_muscular,middle_eastern→white,choice_first_touch_side,,7.629870129870131,3.0844155844155843,57.62987012987013,28,33,11.200000000000001,13.200000000000001,0.30581933112064474,0.6135839932403372
x3_sports,all→white,choice_chosen_side,,-4.656124497991964,2.572791164658636,45.34387550200803,144,166,14.399999999999999,16.6,0.1110565449083725,0.4518905802797644
x3_sports,all→white,choice_chosen_side_soft,,-2.370938479300677,0.8205508824014496,47.629061520699324,258,282,25.8,28.199999999999996,0.30122273952433376,0.8444546557815014
x3_sports,all→white,choice_first_touch_side,,-4.976076555023923,1.38755980861244,45.02392344497608,209,220,20.9,22.0,0.04272402877355777,0.3204302158016833
x3_sports,asian→white,choice_chosen_side,,-4.841269841269835,9.603174603174605,45.158730158730165,42,45,16.8,18.0,0.3887127361840471,0.5974276403402167
x3_sports,asian→white,choice_chosen_side_soft,,-3.3764229210881735,6.897549681651552,46.62357707891183,71,73,28.4,29.2,0.5010582864298783,0.8444546557815014
