topic,demo,metric,d,dz,n_pos,n_neg,t,p,q
criminal,all→white,d_approach_retreat,0.1325,0.03740575918430103,1000,1000,0.8364182028608418,0.40302028408531165,0.8076889636220235
criminal,all→white,d_latency,-0.01899999999999999,-0.007273515433577755,1000,1000,-0.16264074944873716,0.8708193111572797,0.9071034491221663
criminal,all→white,d_peak_speed,-0.0003115128558129072,-0.0757995856876327,1000,1000,-1.6949302626386684,0.09024453273703525,0.6333032859986328
criminal,all→white,d_time_to_half,-0.10899999999999999,-0.033683187346182544,1000,1000,-0.7531789660492488,0.4514312094469257,0.806127159726653
criminal,all→white,pull_AUC,2.7690471991312693,0.16787821309834342,1000,1000,3.7538709642909143,0.00017925592929491906,0.0019359479584986573
criminal,all→white,pull_MAD,6.144659889968898,0.1724667759461745,1000,1000,3.8564743487587174,0.00011873618290584177,0.0009894681908820147
criminal,all→white,pull_early,0.6748507422453258,0.10668677824837298,1000,1000,2.385588884638079,0.017153829690741633,0.32749563817054306
criminal,all→white,pull_final,1.2405456558930175,0.021505672387249316,451,524,0.333448998005339,0.7388720339740482,0.8796095642548193
criminal,all→white,pull_release,5.523285955445317,0.1640916348896471,1000,1000,3.669200501523271,0.00024982726265428075,0.0020818938554523396
criminal,all→white,pull_tcp,4.094862686077249,0.05575874836083918,1000,1000,1.2468035167514138,0.2126161119130155,0.48321843616594434
criminal,all→white,q_exploded,0.012500000000000011,0.05993541254647149,1000,1000,1.3401965671340403,0.18033493102949588,0.5635466594671746
criminal,all→white,q_jerk_in_grasp,0.004499999999999997,0.02796527396727748,1000,1000,0.6253225360023767,0.531831431595144,0.6331326566608857
criminal,all→white,q_tile_drift,0.0009261703751981265,0.0021198045379956986,1000,1000,0.04740027045970918,0.9621992374534476,0.9621992374534476
criminal,all→white,xpos_reversals,0.13000000000000012,0.15452952703025072,1000,1000,3.455385269705318,0.0005611178676449113,0.0035069866727806954
criminal,asian→white,d_approach_retreat,0.42200000000000004,0.11894319264480932,250,250,1.3298253210732334,0.18418845274848195,0.8076889636220235
